sku,product_name,category,group,subgroup,brand,base_price,initial_ticket_price,costos
ELEMOAC004,TechPro Accessories Ultra 2024,Electronics,Mobile,Accessories,TechPro,2.0345656247592494,2.117657192161124,2.139151212481583
ELEMOAC005,Innovate Accessories Edge 2025,Electronics,Mobile,Accessories,Innovate,2.000638080524397,1.8701150323682145,2.06065004980467
ELEMOAC006,Innovate Accessories Mini 2025,Electronics,Mobile,Accessories,Innovate,2.8831052052260895,2.9984671195123678,2.6688770582253922
ELEMOAC007,CircuitCity Accessories Mini 2025,Electronics,Mobile,Accessories,CircuitCity,2.5203144649768583,2.3159246340723603,2.8538257974921994
ELEMOAC008,ByteWare Accessories Air 2025,Electronics,Mobile,Accessories,ByteWare,2.456203105526172,2.686361445973314,2.2412027239615697
ELEMOAC009,TechPro Accessories Air X,Electronics,Mobile,Accessories,TechPro,3.2090436129443587,3.3135915998781638,3.0324944437448536
ELEAUHE001,ByteWare Headphones Pro Pro,Electronics,Audio,Headphones,ByteWare,3.1246927184846065,3.1412274681576884,3.1912237946775717
ELEAUHE002,TechPro Headphones Air Pro,Electronics,Audio,Headphones,TechPro,2.316866191099589,2.5230537347330673,2.1036686869516186
ELEAUHE003,Innovate Headphones Ultra 2025,Electronics,Audio,Headphones,Innovate,3.241450267265236,3.1292496217160957,3.370049443255579
ELEAUHE004,Electra Headphones Edge XL,Electronics,Audio,Headphones,Electra,2.467668275646915,2.683440020011951,2.6580438977759786
ELEAUHE005,Electra Headphones Max X,Electronics,Audio,Headphones,Electra,3.222731622170145,3.31553921718574,3.4710019384580897
ELEAUHE006,ByteWare Headphones Ultra XL,Electronics,Audio,Headphones,ByteWare,2.095518212850139,2.287878944843266,1.9466663615977922
ELEAUHE007,CircuitCity Headphones Pro Pro,Electronics,Audio,Headphones,CircuitCity,2.828704142918481,2.5833324904025443,2.4979015259150756
ELEAUHE008,CircuitCity Headphones Ultra 3,Electronics,Audio,Headphones,CircuitCity,2.9088433422318394,2.695028342992028,2.5647845165158056
ELEAUHE009,Electra Headphones Air XL,Electronics,Audio,Headphones,Electra,2.7477460028822125,2.8357436934643934,2.9188247601886834
ELEAUHE010,ByteWare Headphones Air 2024,Electronics,Audio,Headphones,ByteWare,2.2921809778804376,2.1536881123512797,2.4707401236288637
ELEAUHE011,Electra Headphones Pro XL,Electronics,Audio,Headphones,Electra,2.4342086975394404,2.513413029060566,2.637476593154627
ELEAUHE012,Innovate Headphones Mini X,Electronics,Audio,Headphones,Innovate,3.1696174667128236,3.2121207381534544,3.3179246712381096
ELEAUHE013,ByteWare Headphones Edge Pro,Electronics,Audio,Headphones,ByteWare,2.108855247480391,1.9922306375532297,2.0807463474499595
ELEAUHE014,ByteWare Headphones Elite X,Electronics,Audio,Headphones,ByteWare,2.319907970927541,2.2618782537871263,2.6643239907901317
ELEAUSP001,TechPro Speakers Edge 2024,Electronics,Audio,Speakers,TechPro,3.229634122548959,3.4258717376599197,3.3567042456005045
ELEAUSP002,Innovate Speakers Pro S,Electronics,Audio,Speakers,Innovate,2.6830496857723047,2.6762338359739193,2.772027585982856
ELEAUSP003,ByteWare Speakers Edge 2025,Electronics,Audio,Speakers,ByteWare,2.2514679247986153,2.1370359843715048,2.435728605074961
ELEAUSP004,TechPro Speakers Ultra 11,Electronics,Audio,Speakers,TechPro,2.0115182929859188,1.8571633772728342,2.1474723357253356
ELEAUSP005,Electra Speakers Ultra Pro,Electronics,Audio,Speakers,Electra,3.2976062025505084,3.579636124093045,3.6928462241830458
ELEAUSP006,Electra Speakers Ultra S,Electronics,Audio,Speakers,Electra,2.4970331501398393,2.732130452701351,2.2121572937711123
ELEAUSP007,Electra Speakers Pro S,Electronics,Audio,Speakers,Electra,2.5784592563034847,2.8392494046180303,2.936095015977604
ELEAUSP008,TechPro Speakers Edge X,Electronics,Audio,Speakers,TechPro,3.1748820856458186,3.0952636996988945,3.030453413515254
ELEAUSP009,Innovate Speakers Plus 2025,Electronics,Audio,Speakers,Innovate,3.172191280413399,2.9490950207653164,3.0461536460506364
ELEAUSP010,Innovate Speakers Max Pro,Electronics,Audio,Speakers,Innovate,2.7590941814711116,2.8737222309621253,3.1067565436372133
ELEAUSP011,Innovate Speakers Plus 10,Electronics,Audio,Speakers,Innovate,2.777695835034358,2.844215828752349,2.5170558096082423
ELEAUHO001,TechPro Home Audio Ultra 2024,Electronics,Audio,Home Audio,TechPro,3.3672161639978784,3.376889162374384,3.0792811367002937
ELEAUHO002,CircuitCity Home Audio Edge X,Electronics,Audio,Home Audio,CircuitCity,3.2090436129443587,3.338521101415137,3.4251572594547732
ELEAUHO003,Electra Home Audio Ultra 2025,Electronics,Audio,Home Audio,Electra,2.96359537913498,2.830485126733938,2.883185232333365
ELEAUHO004,Innovate Home Audio Max XL,Electronics,Audio,Home Audio,Innovate,3.1135785229593957,3.3516675182412743,3.3827666316092393
ELEAUHO005,CircuitCity Home Audio Smart S,Electronics,Audio,Home Audio,CircuitCity,3.2594669631692605,3.2574028405545965,3.2877802247701746
ELEAUHO006,CircuitCity Home Audio Edge X,Electronics,Audio,Home Audio,CircuitCity,3.098018649224101,3.2272147722871685,3.2400515178626117
ELEAUHO007,TechPro Home Audio Smart 2024,Electronics,Audio,Home Audio,TechPro,3.094508903268772,2.9858076070131236,3.426099273406896
ELEAUHO008,TechPro Home Audio Edge 2025,Electronics,Audio,Home Audio,TechPro,2.50463759970972,2.545938238097085,2.2715041727548586
ELEAUHO009,Innovate Home Audio Elite Pro,Electronics,Audio,Home Audio,Innovate,2.027780115912279,2.046471779569221,2.0603360451539627
CLOMESH001,Fashionista Shirts Collection,Clothing,Men,Shirts,Fashionista,-0.2954377234521915,-0.336243234519252,-0.31401012117195026
CLOMESH002,DressRight Shirts Collection,Clothing,Men,Shirts,DressRight,-0.35369950631066194,-0.36370463855607355,-0.3339494164918862
CLOMESH003,ThreadWell Slim Shirts,Clothing,Men,Shirts,ThreadWell,-0.33275802211052896,-0.30926873480932443,-0.3479226234483767
CLOMESH004,Attire Shirts Collection,Clothing,Men,Shirts,Attire,-0.31193352944224034,-0.34676036798016235,-0.32264524906641073
CLOMESH005,StyleX Relaxed Shirts,Clothing,Men,Shirts,StyleX,-0.3503067518871767,-0.3460787019225107,-0.3595407955245598
CLOMESH006,Fashionista Shirts Collection,Clothing,Men,Shirts,Fashionista,-0.21330966809748012,-0.16358696020264,-0.23786399337534458
CLOMESH007,Fashionista Shirts Collection,Clothing,Men,Shirts,Fashionista,-0.24162161880380512,-0.21179048856514585,-0.3069450165310281
CLOMESH008,DressRight Shirts Collection,Clothing,Men,Shirts,DressRight,-0.2990644609393654,-0.33536680673084285,-0.3330074025397632
CLOMESH009,DressRight Slim Shirts,Clothing,Men,Shirts,DressRight,-0.35650730307492556,-0.328939669615842,-0.3228022513917645
CLOMESH010,StyleX Athletic Shirts,Clothing,Men,Shirts,StyleX,-0.19962165887169495,-0.2330195172177242,-0.2678514375179254
CLOMESH011,StyleX Shirts Collection,Clothing,Men,Shirts,StyleX,-0.3258555217317142,-0.320662296058644,-0.3706879606246815
CLOMESH012,DressRight Comfort Shirts,Clothing,Men,Shirts,DressRight,-0.19529297219345512,-0.21763334048787386,-0.23283991896402215
CLOMESH013,Fashionista Relaxed Shirts,Clothing,Men,Shirts,Fashionista,-0.13902004537633805,-0.13203555981990878,-0.180558144621198
CLOMESH014,ThreadWell Relaxed Shirts,Clothing,Men,Shirts,ThreadWell,-0.21939322775338468,-0.24412093587090739,-0.2800976188955238
CLOMESH015,Fashionista Classic Shirts,Clothing,Men,Shirts,Fashionista,-0.27917590052583124,-0.32270729423159883,-0.28386567470401564
CLOMEPA001,ThreadWell Pants Collection,Clothing,Men,Pants,ThreadWell,-0.335331835811104,-0.3720793929786503,-0.39722135360947813
CLOMEPA002,DressRight Regular Pants,Clothing,Men,Pants,DressRight,-0.1623013602133574,-0.16436600712567037,-0.20269547249608755
CLOMEPA003,Fashionista Comfort Pants,Clothing,Men,Pants,Fashionista,-0.3395435309574994,-0.340625373461298,-0.35577273971606804
CLOMEPA004,StyleX Classic Pants,Clothing,Men,Pants,StyleX,-0.32187780964900736,-0.3295239548081148,-0.34933564437656117
CLOMEPA005,ThreadWell Pants Collection,Clothing,Men,Pants,ThreadWell,-0.21834030396678578,-0.263791870677425,-0.2529362166093119
CLOMEPA006,Fashionista Pants Collection,Clothing,Men,Pants,Fashionista,-0.27484721384759153,-0.27352995721530493,-0.295326844454845
CLOMEPA007,Fashionista Comfort Pants,Clothing,Men,Pants,Fashionista,-0.1620673771496688,-0.19874145260438672,-0.2085045585341791
CLOMEPA008,StyleX Pants Collection,Clothing,Men,Pants,StyleX,-0.345978065208937,-0.3830834307664547,-0.3455675885680693
CLOMEPA009,Fashionista Modern Pants,Clothing,Men,Pants,Fashionista,-0.2253597958774449,-0.21685429356484345,-0.2209077422371314
CLOMEPA010,Attire Pants Collection,Clothing,Men,Pants,Attire,-0.2716884424877949,-0.274503765869093,-0.2909307793449378
CLOMEPA011,ThreadWell Regular Pants,Clothing,Men,Pants,ThreadWell,-0.23483610995683468,-0.24519212539007418,-0.2282868515287612
CLOMEJA001,Fashionista Jackets Collection,Clothing,Men,Jackets,Fashionista,-0.13761614699420627,-0.17186433375983792,-0.15606578186600123
CLOMEJA002,ThreadWell Jackets Collection,Clothing,Men,Jackets,ThreadWell,-0.3462120482726255,-0.38395985855486386,-0.3984773722123087
CLOMEJA003,StyleX Jackets Collection,Clothing,Men,Jackets,StyleX,-0.3403624716804096,-0.3743191528823627,-0.33740346764967033
CLOMEJA004,ThreadWell Jackets Collection,Clothing,Men,Jackets,ThreadWell,-0.28783327388231084,-0.32991347826963,-0.28088263052229295
CLOMEJA005,DressRight Jackets Collection,Clothing,Men,Jackets,DressRight,-0.17189466582459148,-0.21286167808431264,-0.26581040728832567
CLOMEJA006,StyleX Relaxed Jackets,Clothing,Men,Jackets,StyleX,-0.19950466733985056,-0.15891267866445757,-0.2399050236049443
CLOMEJA007,Fashionista Jackets Collection,Clothing,Men,Jackets,Fashionista,-0.19049631938783812,-0.21286167808431264,-0.2108595934144865
CLOMEJA008,StyleX Athletic Jackets,Clothing,Men,Jackets,StyleX,-0.32094187739425284,-0.29388255807947405,-0.31605115140155
CLOMEJA009,Attire Jackets Collection,Clothing,Men,Jackets,Attire,-0.13071364661539153,-0.14479245318453157,-0.22012273061036225
CLOMEJA010,ThreadWell Jackets Collection,Clothing,Men,Jackets,ThreadWell,-0.18078602224475965,-0.13339889193521198,-0.2639263793840797
CLOMEUN001,DressRight Comfort Underwear,Clothing,Men,Underwear,DressRight,-0.16159941102229153,-0.1328146067429393,-0.23912001197817523
CLOMEUN002,DressRight Relaxed Underwear,Clothing,Men,Underwear,DressRight,-0.1859336496459097,-0.1418710272231676,-0.29815288631121384
CLOMEUN003,StyleX Underwear Collection,Clothing,Men,Underwear,StyleX,-0.2441954325043801,-0.2608704447160609,-0.2493251631261739
CLOMEUN004,StyleX Relaxed Underwear,Clothing,Men,Underwear,StyleX,-0.15294203766581196,-0.20731096875772104,-0.23864900500211372
CLOMEUN005,Attire Classic Underwear,Clothing,Men,Underwear,Attire,-0.15060220702892557,-0.1702088590483983,-0.2777425840152164
CLOMEUN006,ThreadWell Underwear Collection,Clothing,Men,Underwear,ThreadWell,-0.14018996069478123,-0.13096437030074198,-0.15182671908144788
CLOMEUN007,StyleX Underwear Collection,Clothing,Men,Underwear,StyleX,-0.2145965749477676,-0.23496713452530021,-0.2733465189053093
CLOMEUN008,DressRight Underwear Collection,Clothing,Men,Underwear,DressRight,-0.2856104347772687,-0.2616494916390914,-0.29799588398586
CLOMEUN009,Attire Underwear Collection,Clothing,Men,Underwear,Attire,-0.17727627628943013,-0.2208469090453742,-0.2025384701707337
CLOMEUN010,Attire Underwear Collection,Clothing,Men,Underwear,Attire,-0.2467692462049551,-0.24100474817878578,-0.34148552810886984
CLOMEUN011,DressRight Regular Underwear,Clothing,Men,Underwear,DressRight,-0.25917034858045285,-0.2723613868307593,-0.25372122823608106
CLOMEUN012,Attire Underwear Collection,Clothing,Men,Underwear,Attire,-0.3350978527474154,-0.31248230336682487,-0.387330207112187
CLOMEUN013,Fashionista Underwear Collection,Clothing,Men,Underwear,Fashionista,-0.21787233783940851,-0.25931235087000015,-0.31840618628185735
CLOMEUN014,Attire Relaxed Underwear,Clothing,Men,Underwear,Attire,-0.19845174355325174,-0.1636843410680187,-0.30992806071275075
CLOMEUN015,ThreadWell Comfort Underwear,Clothing,Men,Underwear,ThreadWell,-0.19728182823480855,-0.24012832039037663,-0.30804403280850484
CLOMEUN016,DressRight Underwear Collection,Clothing,Men,Underwear,DressRight,-0.13164957887014606,-0.14586364270369837,-0.22608881897380761
CLOMEUN017,Attire Underwear Collection,Clothing,Men,Underwear,Attire,-0.17236263195196874,-0.11820747693611933,-0.17788910509018305
CLOMEUN018,Attire Athletic Underwear,Clothing,Men,Underwear,Attire,-0.1861676327095983,-0.23000071039098144,-0.2629843654319568
CLOMEUN019,Attire Classic Underwear,Clothing,Men,Underwear,Attire,-0.18066903071291535,-0.18793217654733993,-0.23535195616968335
CLOWODR001,ThreadWell Dresses Collection,Clothing,Women,Dresses,ThreadWell,-0.15036822396523697,-0.15044054337650195,-0.27491654215884753
CLOWODR002,StyleX Classic Dresses,Clothing,Women,Dresses,StyleX,-0.3597830659665665,-0.3935031833619863,-0.3721009815528659
CLOWODR003,ThreadWell Modern Dresses,Clothing,Women,Dresses,ThreadWell,-0.3346298866200381,-0.3212465812509168,-0.3896852419924945
CLOWODR004,Fashionista Slim Dresses,Clothing,Women,Dresses,Fashionista,-0.18792250568726312,-0.13758626914650043,-0.23739298639928308
CLOWODR005,StyleX Comfort Dresses,Clothing,Women,Dresses,StyleX,-0.2747302223157471,-0.23964141606348258,-0.3333214071904709
CLOWODR006,DressRight Comfort Dresses,Clothing,Women,Dresses,DressRight,-0.31017865646457554,-0.35133726865296594,-0.28574970260826155
CLOWODR007,Attire Classic Dresses,Clothing,Women,Dresses,Attire,-0.13551029942100853,-0.08948012164937336,-0.2750735444842014
CLOWODR008,Attire Dresses Collection,Clothing,Women,Dresses,Attire,-0.23904780510323015,-0.2800544751956845,-0.22546080967239232
CLOWODR009,Attire Regular Dresses,Clothing,Women,Dresses,Attire,-0.23284725391548125,-0.2296111869294662,-0.22341977944279262
CLOWODR010,StyleX Modern Dresses,Clothing,Women,Dresses,StyleX,-0.21518153260698925,-0.21899667260317704,-0.24304507011202087
CLOWODR011,Attire Regular Dresses,Clothing,Women,Dresses,Attire,-0.2156494987343665,-0.1737145702020351,-0.2571752793938652
CLOWOTO001,Attire Athletic Tops,Clothing,Women,Tops,Attire,-0.3518276418011529,-0.314819444135916,-0.384661167581172
CLOWOTO002,Fashionista Comfort Tops,Clothing,Women,Tops,Fashionista,-0.15422894451609945,-0.13982602905021288,-0.23032788175836091
CLOWOTO003,Fashionista Tops Collection,Clothing,Women,Tops,Fashionista,-0.2975435710253892,-0.29972541000220204,-0.35875578389779067
CLOWOTO004,DressRight Tops Collection,Clothing,Women,Tops,DressRight,-0.2797608581850528,-0.3175461083665224,-0.3034909653732439
CLOWOTO005,Attire Tops Collection,Clothing,Women,Tops,Attire,-0.1344573756344097,-0.11070915030195164,-0.14240657956021827
CLOWOTO006,DressRight Tops Collection,Clothing,Women,Tops,DressRight,-0.23705894906187672,-0.20507120885400862,-0.3055319956028436
CLOWOTO007,Fashionista Tops Collection,Clothing,Women,Tops,Fashionista,-0.20231246410411421,-0.15842577433756358,-0.3008219258422289
CLOWOTO008,Attire Tops Collection,Clothing,Women,Tops,Attire,-0.17002280131508243,-0.1443055488576376,-0.17569107253522948
CLOWOTO009,Fashionista Tops Collection,Clothing,Women,Tops,Fashionista,-0.21892526162600742,-0.1740067127981715,-0.2800976188955238
CLOWOTO010,DressRight Tops Collection,Clothing,Women,Tops,DressRight,-0.1598445380446267,-0.21188786943052462,-0.28967476074210724
CLOWOTO011,Fashionista Tops Collection,Clothing,Women,Tops,Fashionista,-0.27437924772021416,-0.22834523567954185,-0.27428853285743227
CLOWOTO012,Attire Classic Tops,Clothing,Women,Tops,Attire,-0.327259420113846,-0.33614585365387323,-0.33677545834825506
CLOWOTO013,ThreadWell Relaxed Tops,Clothing,Women,Tops,ThreadWell,-0.13551029942100853,-0.0956151161682377,-0.16328788883227724
CLOWOTO014,ThreadWell Tops Collection,Clothing,Women,Tops,ThreadWell,-0.2528528058608597,-0.27362733808068374,-0.30364796769859775
CLOWOTO015,DressRight Regular Tops,Clothing,Women,Tops,DressRight,-0.34925382810057787,-0.323096817693114,-0.3264133048749025
CLOWOTO016,Fashionista Comfort Tops,Clothing,Women,Tops,Fashionista,-0.1286077990421938,-0.12132366462824085,-0.13612648654606524
CLOWOTO017,Fashionista Slim Tops,Clothing,Women,Tops,Fashionista,-0.18254089522242448,-0.1440134062615012,-0.18636723065928965
CLOWOTO018,Attire Tops Collection,Clothing,Women,Tops,Attire,-0.30456306293604835,-0.33604847278849437,-0.3355194397454244
CLOWOBO001,DressRight Bottoms Collection,Clothing,Women,Bottoms,DressRight,-0.1392540284400267,-0.16962457385612548,-0.19908441901294954
CLOWOBO002,Attire Regular Bottoms,Clothing,Women,Bottoms,Attire,-0.20535424393206647,-0.21919143433393462,-0.2455571073176821
CLOWOBO003,Attire Bottoms Collection,Clothing,Women,Bottoms,Attire,-0.3359167934703256,-0.3331270468271304,-0.3352054350947168
CLOWOBO004,DressRight Modern Bottoms,Clothing,Women,Bottoms,DressRight,-0.18172195449951425,-0.14284483587695554,-0.24116104220777496
CLOWOBO005,DressRight Bottoms Collection,Clothing,Women,Bottoms,DressRight,-0.2333152200428585,-0.19494359885461351,-0.272718509603894
CLOWOBO006,Attire Relaxed Bottoms,Clothing,Women,Bottoms,Attire,-0.268061705000621,-0.31121635211690046,-0.3460385955441308
CLOWOBO007,ThreadWell Bottoms Collection,Clothing,Women,Bottoms,ThreadWell,-0.1858166581140653,-0.16300267501036717,-0.2309558910597762
CLOWOBO008,Attire Comfort Bottoms,Clothing,Women,Bottoms,Attire,-0.31263547863330626,-0.3534796476912996,-0.373828007131758
CLOWOBO009,Fashionista Bottoms Collection,Clothing,Women,Bottoms,Fashionista,-0.2804628073761188,-0.28930565740667047,-0.3033339630478901
CLOWOBO010,Attire Bottoms Collection,Clothing,Women,Bottoms,Attire,-0.26010628083520737,-0.27352995721530493,-0.25262221195860424
CLOWOBO011,StyleX Bottoms Collection,Clothing,Women,Bottoms,StyleX,-0.24220657646302668,-0.2514245007743174,-0.25277921428395805
CLOWOBO012,ThreadWell Bottoms Collection,Clothing,Women,Bottoms,ThreadWell,-0.216936405584654,-0.17011147818301958,-0.22373378409350025
CLOWOBO013,Fashionista Bottoms Collection,Clothing,Women,Bottoms,Fashionista,-0.32807836083675623,-0.3276737183659176,-0.30364796769859775
CLOWOBO014,Fashionista Comfort Bottoms,Clothing,Women,Bottoms,Fashionista,-0.3019892492354733,-0.25882544654310613,-0.3328504002144094
CLOWOBO015,DressRight Slim Bottoms,Clothing,Women,Bottoms,DressRight,-0.24723721233233237,-0.2333116598138606,-0.30992806071275075
CLOWOOU001,Attire Modern Outerwear,Clothing,Women,Outerwear,Attire,-0.3063179359137131,-0.3376065666345552,-0.37618304201206537
CLOWOOU002,Attire Slim Outerwear,Clothing,Women,Outerwear,Attire,-0.33252403904684036,-0.3613674977869823,-0.38481816990652584
CLOWOOU003,ThreadWell Outerwear Collection,Clothing,Women,Outerwear,ThreadWell,-0.21249072737456987,-0.2274688078911326,-0.30506098862678216
CLOWOOU004,ThreadWell Comfort Outerwear,Clothing,Women,Outerwear,ThreadWell,-0.1527080546021233,-0.13291198760831802,-0.22687383060057675
CLOWOOU005,ThreadWell Outerwear Collection,Clothing,Women,Outerwear,ThreadWell,-0.3221117927126961,-0.35990678480630034,-0.37414201178246564
CLOWOOU006,Attire Outerwear Collection,Clothing,Women,Outerwear,Attire,-0.3229307334356063,-0.34919488961463235,-0.3658208885387129
